,High,Low,Open,Close,Volume,Adj Close,MarginPurchaseBuy,MarginPurchaseCashRepayment,MarginPurchaseSell,MarginPurchaseTodayBalance,MarginPurchaseYesterdayBalance,OffsetLoanAndShort,ShortSaleBuy,ShortSaleSell,ShortSaleTodayBalance,ShortSaleYesterdayBalance,b_total,s_total,b_s_ratio,buy_volume,sell_volume,bs_ratio,Date
2019-05-06,82.5999984741211,82.05000305175781,82.5999984741211,82.30000305175781,7463612.0,82.30000305175781,65.0,0.0,54.0,836.0,825.0,3.0,26.0,2.0,560.0,584.0,189289.0,189565.0,1.0014527972951557,2110999.0,4551000.0,0.4638537763450283,2019-05-06
2019-05-07,83.30000305175781,82.6500015258789,82.6500015258789,83.1500015258789,14011442.0,83.1500015258789,19.0,0.0,43.0,812.0,836.0,0.0,5.0,3.0,558.0,560.0,188563.0,188817.0,1.0013417195222842,11558000.0,1493000.0,7.741454962186897,2019-05-07
2019-05-08,82.8499984741211,82.25,82.4000015258789,82.55000305175781,13573142.0,82.55000305175781,38.0,0.0,6.0,844.0,812.0,3.0,24.0,2.0,536.0,558.0,188031.0,188339.0,1.0016327008168822,10552000.0,2295000.0,4.597819347355404,2019-05-08
2019-05-09,82.19999694824219,81.25,82.1500015258789,81.55000305175781,6923673.0,81.55000305175781,74.0,0.0,17.0,901.0,844.0,10.0,13.0,0.0,523.0,536.0,187349.0,187727.0,1.002012276487857,992000.0,4383000.0,0.2263289467650132,2019-05-09
2019-05-10,82.1500015258789,80.9000015258789,81.55000305175781,81.5,11794135.0,81.5,109.0,1.0,24.0,985.0,901.0,3.0,53.0,1.0,471.0,523.0,187265.0,187779.0,1.0027394187946557,3756000.0,7179000.0,0.5231925723370145,2019-05-10
2019-05-13,81.0999984741211,80.0999984741211,81.0999984741211,80.1500015258789,18678106.0,80.1500015258789,134.0,0.0,55.0,1064.0,985.0,8.0,72.0,3.0,402.0,471.0,182936.0,183598.0,1.00361326576909,1300000.0,16076000.0,0.0808658820063522,2019-05-13
2019-05-14,80.05000305175781,78.9000015258789,79.5999984741211,79.6500015258789,20279630.0,79.6500015258789,219.0,0.0,37.0,1246.0,1064.0,256.0,6.0,9.0,405.0,402.0,187254.0,188095.0,1.004485861525727,3081000.0,16783000.0,0.1835786102854906,2019-05-14
2019-05-15,80.0,79.44999694824219,79.6500015258789,79.75,17261839.0,79.75,164.0,1.0,17.0,1392.0,1246.0,6.0,22.0,11.0,394.0,405.0,187108.0,188106.0,1.0053284449171338,3723011.0,16093000.0,0.2313434890111546,2019-05-15
2019-05-16,79.5999984741211,79.0,79.5,79.05000305175781,17099974.0,79.05000305175781,135.0,3.0,26.0,1498.0,1392.0,0.0,9.0,2.0,384.0,394.0,190752.0,191866.0,1.0058347706195971,2345501.0,15591000.0,0.1504394105291892,2019-05-16
2019-05-17,79.55000305175781,78.25,79.5,78.25,23573826.0,78.25,589.0,6.0,75.0,2006.0,1498.0,0.0,4.0,10.0,390.0,384.0,190244.0,191860.0,1.0084890535887934,1828000.0,21591000.0,0.0846649027527718,2019-05-17
